Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
First Class,Home Office,New York City,New York,East,Technology,Accessories,6.79,1,0.0,2.3086
First Class,Home Office,New York City,New York,East,Office Supplies,Paper,24.56,2,0.0,11.5432
First Class,Home Office,New York City,New York,East,Office Supplies,Binders,3.048,1,0.2,1.0668
First Class,Home Office,New York City,New York,East,Office Supplies,Paper,49.12,4,0.0,23.0864
Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,388.704,6,0.2,-4.8588
Standard Class,Consumer,New York City,New York,East,Office Supplies,Envelopes,8.26,2,0.0,3.7996
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,17.04,4,0.0,6.9864
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,34.4,5,0.0,15.824
Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,20.7,2,0.0,9.936
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,5.56,2,0.0,1.4456
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,47.12,8,0.0,20.7328
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,23.36,4,0.2,7.884
Standard Class,Consumer,New York City,New York,East,Technology,Accessories,39.98,2,0.0,13.5932
Standard Class,Consumer,New York City,New York,East,Office Supplies,Appliances,35.91,3,0.0,9.6957
First Class,Home Office,New Rochelle,New York,East,Technology,Machines,69.99,1,0.0,30.0957
Second Class,Corporate,New York City,New York,East,Furniture,Chairs,207.846,3,0.1,2.3094
Second Class,Consumer,Auburn,New York,East,Office Supplies,Art,59.52,3,0.0,15.4752
Second Class,Consumer,Auburn,New York,East,Office Supplies,Storage,161.94,3,0.0,9.7164
Second Class,Consumer,Auburn,New York,East,Office Supplies,Art,30.48,3,0.0,7.9248
Second Class,Consumer,Auburn,New York,East,Office Supplies,Art,9.84,3,0.0,2.8536
Second Class,Consumer,Auburn,New York,East,Technology,Phones,35.12,4,0.0,9.1312
Standard Class,Corporate,Lindenhurst,New York,East,Office Supplies,Paper,55.48,1,0.0,26.6304
Standard Class,Consumer,Troy,New York,East,Furniture,Furnishings,40.2,3,0.0,19.296
Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,14.7,5,0.0,6.615
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,5.96,2,0.0,1.6688
Standard Class,Consumer,Rochester,New York,East,Office Supplies,Storage,449.15,5,0.0,8.983
Standard Class,Consumer,Rochester,New York,East,Office Supplies,Envelopes,11.07,3,0.0,5.0922
Second Class,Corporate,New York City,New York,East,Office Supplies,Binders,15.92,5,0.2,5.373
Standard Class,Home Office,New York City,New York,East,Office Supplies,Binders,10.752,4,0.2,3.36
First Class,Home Office,New York City,New York,East,Office Supplies,Binders,41.28,6,0.2,13.932
First Class,Home Office,New York City,New York,East,Office Supplies,Paper,13.36,2,0.0,6.4128
Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,72.45,7,0.0,34.776
Standard Class,Consumer,New York City,New York,East,Office Supplies,Fasteners,13.96,4,0.0,6.4216
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,33.264,7,0.2,11.2266
Standard Class,Consumer,New York City,New York,East,Technology,Phones,14.85,3,0.0,4.0095
Second Class,Corporate,New York City,New York,East,Furniture,Furnishings,40.48,2,0.0,15.7872
Second Class,Corporate,New York City,New York,East,Furniture,Furnishings,9.94,2,0.0,3.0814
Second Class,Corporate,New York City,New York,East,Office Supplies,Binders,107.424,9,0.2,33.57
Second Class,Corporate,New York City,New York,East,Technology,Phones,37.91,1,0.0,10.9939
Second Class,Corporate,New York City,New York,East,Furniture,Furnishings,88.02,3,0.0,27.2862
Standard Class,Home Office,New York City,New York,East,Furniture,Furnishings,35.56,7,0.0,12.0904
Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,97.82,2,0.0,45.9754
Standard Class,Corporate,New York City,New York,East,Technology,Accessories,103.12,8,0.0,10.312
Standard Class,Corporate,New York City,New York,East,Office Supplies,Storage,459.95,5,0.0,18.398
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,14.352,3,0.2,4.6644
Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,64.96,2,0.0,2.5984
Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,68.6,4,0.0,18.522
Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,191.984,2,0.2,4.7996
First Class,Consumer,New York City,New York,East,Office Supplies,Binders,46.72,8,0.2,15.768
First Class,Home Office,New York City,New York,East,Office Supplies,Paper,55.48,1,0.0,26.6304
First Class,Consumer,Oceanside,New York,East,Office Supplies,Storage,33.63,3,0.0,10.089
First Class,Consumer,Oceanside,New York,East,Office Supplies,Labels,6.3,2,0.0,3.024
Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,13.128,3,0.2,4.2666
First Class,Corporate,Rochester,New York,East,Office Supplies,Paper,12.96,2,0.0,6.2208
First Class,Corporate,Rochester,New York,East,Office Supplies,Labels,21.56,7,0.0,10.3488
Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,60.45,3,0.0,16.3215
Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,11.52,4,0.0,3.3408
Standard Class,Corporate,New York City,New York,East,Furniture,Bookcases,186.048,4,0.2,9.3024
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,44.46,2,0.0,14.6718
Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,242.94,3,0.0,9.7176
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,39.96,2,0.0,18.7812
Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,21.36,2,0.0,5.7672
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,11.36,2,0.0,5.2256
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,106.344,7,0.2,37.2204
Second Class,Home Office,New York City,New York,East,Office Supplies,Binders,68.472,3,0.2,23.1093
Standard Class,Consumer,Rochester,New York,East,Furniture,Furnishings,17.46,2,0.0,5.9364
Standard Class,Consumer,New Rochelle,New York,East,Technology,Accessories,149.95,5,0.0,14.995
Standard Class,Consumer,New Rochelle,New York,East,Office Supplies,Binders,51.312,3,0.2,18.6006
Second Class,Corporate,Auburn,New York,East,Office Supplies,Paper,46.96,8,0.0,22.5408
Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,323.136,4,0.2,12.1176
Standard Class,Consumer,New York City,New York,East,Technology,Phones,90.93,7,0.0,2.7279
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,52.776,3,0.2,19.791
Standard Class,Consumer,New York City,New York,East,Technology,Accessories,85.14,3,0.0,34.9074
Standard Class,Consumer,New York City,New York,East,Technology,Phones,21.99,1,0.0,10.5552
First Class,Home Office,New York City,New York,East,Office Supplies,Labels,9.82,2,0.0,4.8118
First Class,Home Office,New York City,New York,East,Office Supplies,Art,35.97,3,0.0,9.7119
First Class,Home Office,New York City,New York,East,Office Supplies,Paper,12.96,2,0.0,6.2208
First Class,Home Office,New York City,New York,East,Office Supplies,Labels,8.64,3,0.0,4.2336
Second Class,Home Office,New York City,New York,East,Technology,Phones,160.93,7,0.0,3.2186
Second Class,Home Office,New York City,New York,East,Office Supplies,Binders,75.792,3,0.2,25.5798
Standard Class,Corporate,Auburn,New York,East,Office Supplies,Art,17.97,3,0.0,5.2113
First Class,Consumer,New York City,New York,East,Office Supplies,Binders,14.624,2,0.2,5.484
Same Day,Consumer,New York City,New York,East,Office Supplies,Paper,19.44,3,0.0,9.3312
Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,13.96,2,0.0,6.7008
Standard Class,Corporate,New York City,New York,East,Technology,Phones,124.95,5,0.0,2.499
Second Class,Consumer,New York City,New York,East,Technology,Accessories,31.86,2,0.0,11.151
Standard Class,Home Office,New York City,New York,East,Office Supplies,Art,11.16,2,0.0,4.3524
Standard Class,Home Office,New York City,New York,East,Furniture,Furnishings,108.4,2,0.0,22.764
Standard Class,Home Office,New York City,New York,East,Office Supplies,Binders,82.344,3,0.2,27.7911
Standard Class,Home Office,New York City,New York,East,Office Supplies,Binders,9.088,4,0.2,3.2944
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,8.64,2,0.2,3.024
Standard Class,Consumer,Yonkers,New York,East,Office Supplies,Paper,26.38,1,0.0,12.1348
Standard Class,Home Office,New York City,New York,East,Technology,Phones,9.99,1,0.0,4.5954
Standard Class,Home Office,New York City,New York,East,Office Supplies,Binders,125.76,3,0.2,40.872
Standard Class,Home Office,New York City,New York,East,Office Supplies,Binders,25.32,5,0.2,9.1785
Second Class,Consumer,New York City,New York,East,Furniture,Furnishings,109.48,2,0.0,33.9388
Second Class,Consumer,New York City,New York,East,Office Supplies,Storage,272.94,3,0.0,0.0
Second Class,Consumer,New York City,New York,East,Office Supplies,Paper,19.44,3,0.0,9.3312
Second Class,Consumer,New York City,New York,East,Office Supplies,Storage,31.92,4,0.0,8.2992
First Class,Corporate,New York City,New York,East,Office Supplies,Binders,50.112,6,0.2,16.2864
Second Class,Corporate,New York City,New York,East,Office Supplies,Storage,11.21,1,0.0,3.363
Second Class,Corporate,New York City,New York,East,Office Supplies,Binders,9.144,3,0.2,3.2004
Second Class,Corporate,New York City,New York,East,Office Supplies,Fasteners,14.07,7,0.0,6.8943
Second Class,Corporate,New York City,New York,East,Office Supplies,Art,41.86,7,0.0,10.465
Second Class,Corporate,New York City,New York,East,Office Supplies,Binders,8.544,2,0.2,2.8836
First Class,Consumer,New York City,New York,East,Furniture,Furnishings,113.79,3,0.0,20.4822
First Class,Consumer,New York City,New York,East,Technology,Accessories,78.15,1,0.0,34.386
First Class,Consumer,New York City,New York,East,Office Supplies,Binders,1.728,1,0.2,0.6048
First Class,Consumer,New York City,New York,East,Office Supplies,Paper,40.56,4,0.0,19.8744
First Class,Consumer,New York City,New York,East,Office Supplies,Storage,182.94,3,0.0,3.6588
First Class,Consumer,New York City,New York,East,Office Supplies,Storage,193.86,2,0.0,11.6316
Second Class,Consumer,Buffalo,New York,East,Office Supplies,Art,2.78,2,0.0,0.7228
Second Class,Consumer,Buffalo,New York,East,Office Supplies,Envelopes,79.96,2,0.0,35.982
Standard Class,Home Office,New York City,New York,East,Technology,Phones,22.0,4,0.0,5.5
Standard Class,Consumer,New York City,New York,East,Office Supplies,Fasteners,8.72,4,0.0,3.5752
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,38.82,6,0.0,17.469
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,3.2,2,0.0,1.376
Second Class,Consumer,Long Beach,New York,East,Office Supplies,Binders,17.472,3,0.2,6.3336
Standard Class,Home Office,New York City,New York,East,Office Supplies,Art,15.48,3,0.0,4.4892
Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,39.88,2,0.0,11.1664
Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,12.192,4,0.2,4.1148
Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,20.82,3,0.0,7.4952
Second Class,Consumer,New York City,New York,East,Furniture,Furnishings,29.78,2,0.0,8.0406
Second Class,Consumer,New York City,New York,East,Office Supplies,Paper,75.04,8,0.0,36.0192
Standard Class,Consumer,Freeport,New York,East,Office Supplies,Art,47.82,3,0.0,14.346
Standard Class,Consumer,Freeport,New York,East,Office Supplies,Labels,13.05,5,0.0,6.003
First Class,Consumer,New York City,New York,East,Office Supplies,Binders,17.216,4,0.2,6.0256
First Class,Consumer,New York City,New York,East,Office Supplies,Paper,11.56,2,0.0,5.6644
First Class,Consumer,New York City,New York,East,Technology,Accessories,88.4,4,0.0,11.492
First Class,Consumer,New York City,New York,East,Office Supplies,Paper,6.48,1,0.0,3.1104
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,75.48,2,0.0,19.6248
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,39.98,2,0.0,9.995
Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,165.28,4,0.0,14.8752
First Class,Corporate,New York City,New York,East,Office Supplies,Fasteners,3.68,2,0.0,1.8032
Standard Class,Home Office,Niagara Falls,New York,East,Office Supplies,Art,17.28,6,0.0,5.0112
Standard Class,Home Office,Niagara Falls,New York,East,Office Supplies,Binders,17.712,3,0.2,6.4206
Standard Class,Home Office,New York City,New York,East,Office Supplies,Labels,28.91,7,0.0,13.2986
Standard Class,Consumer,New York City,New York,East,Office Supplies,Fasteners,3.76,2,0.0,1.316
Second Class,Corporate,New York City,New York,East,Office Supplies,Envelopes,62.96,4,0.0,28.332
Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,5.88,1,0.0,2.8812
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,17.88,3,0.2,5.5875
Standard Class,Corporate,New York City,New York,East,Office Supplies,Storage,212.88,6,0.0,0.0
Standard Class,Consumer,Long Beach,New York,East,Technology,Accessories,91.96,4,0.0,39.5428
First Class,Consumer,New York City,New York,East,Office Supplies,Appliances,170.88,3,0.0,49.5552
First Class,Consumer,New York City,New York,East,Office Supplies,Storage,41.96,2,0.0,2.9372
First Class,Consumer,New York City,New York,East,Furniture,Furnishings,47.04,3,0.0,18.3456
First Class,Consumer,New York City,New York,East,Furniture,Furnishings,6.16,2,0.0,2.9568
First Class,Consumer,New York City,New York,East,Office Supplies,Fasteners,10.65,3,0.0,5.0055
First Class,Consumer,New York City,New York,East,Technology,Accessories,247.8,4,0.0,34.692
Second Class,Home Office,New York City,New York,East,Office Supplies,Storage,59.48,2,0.0,8.922
Second Class,Home Office,New York City,New York,East,Office Supplies,Paper,6.69,1,0.0,3.0774
Second Class,Consumer,New York City,New York,East,Office Supplies,Binders,11.808,2,0.2,4.2804
Second Class,Consumer,New York City,New York,East,Office Supplies,Paper,9.96,2,0.0,4.6812
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,7.712,2,0.2,2.7956
Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,454.9,5,0.0,0.0
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,35.92,4,0.0,15.0864
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,39.76,8,0.0,12.3256
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,47.744,4,0.2,14.92
First Class,Consumer,Rochester,New York,East,Office Supplies,Art,13.36,2,0.0,4.9432
Standard Class,Consumer,New York City,New York,East,Technology,Accessories,59.97,3,0.0,14.9925
Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,83.36,1,0.0,20.84
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,48.94,1,0.0,24.47
First Class,Home Office,New York City,New York,East,Office Supplies,Storage,63.84,8,0.0,16.5984
First Class,Home Office,New York City,New York,East,Office Supplies,Binders,37.008,6,0.2,11.565
First Class,Consumer,New York City,New York,East,Technology,Phones,119.96,4,0.0,33.5888
Standard Class,Consumer,Long Beach,New York,East,Furniture,Bookcases,176.784,1,0.2,-22.098
Same Day,Consumer,New York City,New York,East,Office Supplies,Envelopes,29.34,3,0.0,14.67
Standard Class,Consumer,Oceanside,New York,East,Furniture,Furnishings,18.96,2,0.0,8.532
Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,23.1,2,0.0,6.468
Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,11.54,2,0.0,3.462
Standard Class,Corporate,New York City,New York,East,Office Supplies,Appliances,12.98,1,0.0,3.7642
Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,26.432,8,0.2,8.9208
Standard Class,Corporate,New York City,New York,East,Office Supplies,Labels,18.9,6,0.0,9.072
Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,4.92,3,0.0,2.214
Standard Class,Corporate,New York City,New York,East,Technology,Accessories,238.0,2,0.0,38.08
Standard Class,Corporate,New York City,New York,East,Technology,Accessories,167.97,3,0.0,40.3128
Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,17.12,4,0.0,7.704
Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,18.45,5,0.0,8.6715
Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,324.9,5,0.0,38.988
Standard Class,Consumer,New York City,New York,East,Office Supplies,Fasteners,3.96,2,0.0,1.4652
Second Class,Corporate,New York City,New York,East,Technology,Accessories,26.0,2,0.0,11.7
Second Class,Consumer,Rochester,New York,East,Furniture,Tables,209.67,1,0.4,-13.978
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,19.65,3,0.0,9.039
Standard Class,Corporate,Long Beach,New York,East,Office Supplies,Supplies,17.14,2,0.0,4.4564
Standard Class,Consumer,New York City,New York,East,Technology,Phones,84.95,5,0.0,22.087
Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,14.16,2,0.2,5.133
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,85.232,7,0.2,30.8966
Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,44.4,3,0.0,22.2
Standard Class,Consumer,New York City,New York,East,Technology,Accessories,199.95,5,0.0,21.9945
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,63.68,8,0.0,28.0192
Standard Class,Home Office,New York City,New York,East,Office Supplies,Art,16.52,4,0.0,7.5992
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,27.42,1,0.0,11.2422
Same Day,Consumer,New York City,New York,East,Technology,Accessories,166.24,1,0.0,24.936
Standard Class,Corporate,Rochester,New York,East,Office Supplies,Paper,6.48,1,0.0,3.1104
Standard Class,Corporate,Rochester,New York,East,Office Supplies,Binders,6.984,1,0.2,2.3571
Standard Class,Corporate,New York City,New York,East,Technology,Phones,4.95,1,0.0,1.3365
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,13.52,4,0.0,6.2192
Standard Class,Consumer,New York City,New York,East,Technology,Phones,42.95,1,0.0,1.2885
Second Class,Corporate,New York City,New York,East,Office Supplies,Binders,79.872,3,0.2,29.952
Second Class,Corporate,New York City,New York,East,Furniture,Bookcases,46.384,1,0.2,1.1596
Second Class,Corporate,New York City,New York,East,Office Supplies,Paper,12.96,2,0.0,6.2208
Same Day,Consumer,New York City,New York,East,Office Supplies,Paper,25.92,4,0.0,12.4416
Same Day,Consumer,New York City,New York,East,Office Supplies,Paper,45.92,4,0.0,22.5008
Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,34.86,7,0.0,16.3842
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,6.48,1,0.0,3.1104
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,41.86,7,0.0,20.5114
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,113.92,4,0.0,42.1504
Standard Class,Corporate,New York City,New York,East,Technology,Accessories,37.6,2,0.0,2.256
Standard Class,Corporate,New York City,New York,East,Technology,Accessories,59.9,2,0.0,23.96
Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,37.0,5,0.0,16.65
Second Class,Consumer,New York City,New York,East,Office Supplies,Labels,18.75,5,0.0,9.0
Second Class,Consumer,New York City,New York,East,Technology,Phones,119.7,6,0.0,31.122
Second Class,Consumer,New York City,New York,East,Office Supplies,Binders,9.144,3,0.2,3.0861
Second Class,Consumer,New York City,New York,East,Technology,Accessories,57.06,3,0.0,18.2592
Second Class,Consumer,New York City,New York,East,Technology,Accessories,71.6,8,0.0,13.604
Second Class,Consumer,New York City,New York,East,Office Supplies,Storage,107.44,8,0.0,27.9344
Second Class,Consumer,New York City,New York,East,Office Supplies,Labels,7.31,1,0.0,3.4357
Second Class,Consumer,New York City,New York,East,Office Supplies,Art,59.1,6,0.0,22.458
Second Class,Consumer,New York City,New York,East,Office Supplies,Storage,46.53,3,0.0,12.0978
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,83.92,5,0.2,29.372
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,14.624,2,0.2,5.1184
Standard Class,Consumer,New York City,New York,East,Technology,Phones,136.99,1,0.0,36.9873
Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,3.15,1,0.0,1.512
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,5.46,3,0.0,1.4742
Second Class,Consumer,New York City,New York,East,Office Supplies,Paper,23.92,4,0.0,10.764
Standard Class,Consumer,New York City,New York,East,Technology,Accessories,50.0,2,0.0,12.0
Second Class,Corporate,New York City,New York,East,Technology,Accessories,15.02,1,0.0,2.7036
Second Class,Corporate,New York City,New York,East,Office Supplies,Storage,33.82,2,0.0,9.1314
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,22.23,1,0.0,9.7812
Standard Class,Consumer,New York City,New York,East,Office Supplies,Appliances,121.94,2,0.0,35.3626
Standard Class,Consumer,New York City,New York,East,Office Supplies,Supplies,122.71,7,0.0,36.813
Same Day,Consumer,New York City,New York,East,Office Supplies,Paper,14.94,3,0.0,7.0218
Same Day,Consumer,New York City,New York,East,Furniture,Bookcases,136.784,1,0.2,5.1294
Same Day,Consumer,New York City,New York,East,Furniture,Furnishings,61.12,4,0.0,20.7808
First Class,Home Office,New York City,New York,East,Office Supplies,Envelopes,63.9,5,0.0,28.755
First Class,Home Office,New York City,New York,East,Technology,Phones,52.99,1,0.0,0.5299
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,19.04,4,0.0,9.3296
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,13.128,3,0.2,4.2666
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,64.14,3,0.0,16.6764
Standard Class,Corporate,New York City,New York,East,Office Supplies,Envelopes,79.96,2,0.0,35.982
Second Class,Consumer,New York City,New York,East,Technology,Accessories,132.6,6,0.0,17.238
Second Class,Consumer,Troy,New York,East,Office Supplies,Art,60.12,9,0.0,22.2444
First Class,Consumer,New York City,New York,East,Office Supplies,Labels,59.2,4,0.0,29.6
Second Class,Corporate,New York City,New York,East,Office Supplies,Storage,120.33,1,0.0,31.2858
Second Class,Consumer,Oceanside,New York,East,Furniture,Furnishings,14.98,1,0.0,6.8908
Second Class,Consumer,Oceanside,New York,East,Furniture,Furnishings,20.32,4,0.0,6.9088
First Class,Consumer,New York City,New York,East,Office Supplies,Fasteners,6.03,3,0.0,2.9547
Standard Class,Corporate,Rochester,New York,East,Office Supplies,Paper,11.56,2,0.0,5.6644
Standard Class,Corporate,Rochester,New York,East,Office Supplies,Paper,26.4,5,0.0,11.88
Standard Class,Corporate,Rochester,New York,East,Technology,Phones,35.88,3,0.0,10.0464
Standard Class,Consumer,Long Beach,New York,East,Office Supplies,Art,49.65,5,0.0,20.853
Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,12.6,4,0.0,6.048
Standard Class,Consumer,Hempstead,New York,East,Office Supplies,Envelopes,41.4,5,0.0,19.458
Standard Class,Consumer,Hempstead,New York,East,Office Supplies,Art,35.0,4,0.0,10.5
Standard Class,Consumer,Hempstead,New York,East,Office Supplies,Binders,39.552,3,0.2,14.3376
First Class,Consumer,Watertown,New York,East,Office Supplies,Appliances,19.9,1,0.0,8.955
First Class,Consumer,Watertown,New York,East,Furniture,Furnishings,70.71,1,0.0,4.9497
Standard Class,Corporate,New York City,New York,East,Technology,Phones,39.99,1,0.0,11.5971
Standard Class,Home Office,Watertown,New York,East,Furniture,Chairs,191.646,3,0.1,31.941
Second Class,Consumer,Rochester,New York,East,Office Supplies,Storage,22.58,2,0.0,5.8708
Standard Class,Corporate,New York City,New York,East,Office Supplies,Appliances,61.44,3,0.0,16.5888
Standard Class,Home Office,Rochester,New York,East,Office Supplies,Binders,33.376,4,0.2,10.43
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,17.94,3,0.0,8.073
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,3.928,1,0.2,1.3257
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,10.776,3,0.2,3.5022
Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,242.352,3,0.2,9.0882
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,25.68,6,0.0,11.556
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,49.12,4,0.0,23.0864
First Class,Corporate,Oceanside,New York,East,Furniture,Furnishings,13.28,2,0.0,6.3744
First Class,Corporate,Oceanside,New York,East,Office Supplies,Binders,12.672,3,0.2,4.4352
First Class,Home Office,New York City,New York,East,Office Supplies,Paper,32.4,5,0.0,15.552
Standard Class,Corporate,New York City,New York,East,Technology,Accessories,26.0,2,0.0,11.7
Same Day,Consumer,New York City,New York,East,Office Supplies,Paper,18.76,2,0.0,9.0048
Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,20.94,3,0.0,6.0726
Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,58.68,2,0.0,18.1908
Standard Class,Corporate,New York City,New York,East,Technology,Phones,65.99,1,0.0,17.1574
Standard Class,Corporate,New York City,New York,East,Technology,Phones,29.97,3,0.0,14.0859
Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,375.34,1,0.0,18.767
Second Class,Consumer,New York City,New York,East,Furniture,Furnishings,114.9,5,0.0,39.066
Same Day,Consumer,New York City,New York,East,Office Supplies,Storage,44.94,3,0.0,12.5832
Same Day,Consumer,New York City,New York,East,Office Supplies,Binders,45.576,3,0.2,15.9516
Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,15.24,3,0.0,5.1816
Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,25.344,6,0.2,8.8704
Standard Class,Consumer,Oceanside,New York,East,Furniture,Chairs,271.764,2,0.1,48.3136
Standard Class,Consumer,Oceanside,New York,East,Office Supplies,Binders,14.376,3,0.2,4.8519
Standard Class,Home Office,New York City,New York,East,Office Supplies,Appliances,68.94,3,0.0,20.682
Standard Class,Consumer,New York City,New York,East,Technology,Accessories,89.97,3,0.0,18.8937
Second Class,Home Office,New York City,New York,East,Office Supplies,Paper,30.44,4,0.0,14.3068
Second Class,Home Office,New York City,New York,East,Furniture,Furnishings,35.28,3,0.0,11.9952
Standard Class,Consumer,Hempstead,New York,East,Furniture,Furnishings,28.44,3,0.0,11.376
Standard Class,Consumer,Hempstead,New York,East,Furniture,Chairs,364.41,5,0.1,8.098
Standard Class,Consumer,Hempstead,New York,East,Technology,Phones,39.96,4,0.0,10.3896
Second Class,Consumer,New York City,New York,East,Office Supplies,Envelopes,17.94,3,0.0,8.7906
Second Class,Consumer,New York City,New York,East,Furniture,Chairs,384.174,7,0.1,29.8802
Standard Class,Corporate,New York City,New York,East,Office Supplies,Envelopes,16.74,3,0.0,8.37
First Class,Corporate,New York City,New York,East,Office Supplies,Paper,70.88,2,0.0,33.3136
Same Day,Corporate,New York City,New York,East,Office Supplies,Supplies,54.9,5,0.0,15.372
Second Class,Consumer,New York City,New York,East,Office Supplies,Storage,40.74,3,0.0,0.4074
Standard Class,Consumer,Long Beach,New York,East,Office Supplies,Art,11.68,2,0.0,5.4896
Second Class,Consumer,New York City,New York,East,Office Supplies,Envelopes,29.34,3,0.0,13.4964
Second Class,Consumer,New York City,New York,East,Office Supplies,Binders,139.44,3,0.2,47.061
Standard Class,Corporate,Rochester,New York,East,Furniture,Furnishings,37.93,1,0.0,6.8274
Second Class,Consumer,New York City,New York,East,Office Supplies,Paper,26.38,1,0.0,12.1348
Second Class,Consumer,New York City,New York,East,Furniture,Furnishings,71.97,3,0.0,16.5531
Standard Class,Consumer,New York City,New York,East,Office Supplies,Envelopes,16.52,4,0.0,7.5992
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,60.12,9,0.0,28.8576
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,49.536,3,0.2,17.3376
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,37.94,2,0.0,18.2112
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,29.79,3,0.0,12.5118
